Name,total_timelines,total_keys,revisions
Oman,10,75,3178
Organization_of_American_States,3,34,272
World_Organisation_for_Animal_Health,2,20,19
Organization_for_Security_and_Co-operation_in_Europe,1,26,152
Poland,8,108,3999
Papua_New_Guinea,13,83,3620
Panama,9,73,2561
Portugal,7,95,6030
Pakistan,12,110,9647
Palau,6,62,966
Paraguay,11,91,3130
History_of_Paraguay,0,43,0
History_of_Peru,0,16,0
Philippines,9,143,9505
Palestinian_National_Authority,6,57,790
Province_of_Canada,0,34,0
Qing_dynasty,3,67,1130
Russia,14,124,14453
Romania,9,105,7116
Republic_of_Texas,1,36,106
Roman_Empire,9,187,5739
Rheged,0,9,0
Rwanda,7,87,1795
Rockall,1,13,194
Taiwan,14,182,9635
Roman_Republic,1,36,229
Roman_Kingdom,0,18,0
Rhodesia,0,43,0
Spain,7,104,3374
Scandinavia,5,36,1181
Switzerland,11,122,3942
Sri_Lanka,10,90,4117
Soviet_Union,6,73,2636
Suriname,8,82,2257
Slovakia,6,78,1878
Scotland,10,89,7271
South_Korea,9,74,4412
Saint_Kitts_and_Nevis,4,62,506
Saint_Lucia,7,74,1448
Geography_of_Saint_Pierre_and_Miquelon,1,5,11
Saint_Vincent_and_the_Grenadines,5,58,640
Samoa,11,82,2448
San_Marino,5,81,1277
Senegal,9,98,1533
Seychelles,9,73,1561
Serbia_and_Montenegro,4,53,1019
Sierra_Leone,6,80,4189
History_of_Sierra_Leone,0,43,0
Singapore,7,74,3093
Slovenia,10,86,4195
Somalia,6,76,2643
Sudan,6,86,2260
Eswatini,8,84,1866
Special_administrative_regions_of_China,1,32,51
S%C3%A1pmi,0,14,0
Savoy,2,15,50
South_African_Republic,0,30,0
Seleucid_Empire,2,44,137
Principality_of_Sealand,7,32,2520
Serbia,8,70,5458
Abbey_of_Saint_Gall,1,24,12
Tenochtitlan,0,21,0
Tajikistan,12,93,2628
Tanzania,5,65,1443
Thailand,9,88,3369
Togo,8,92,1318
History_of_Togo,2,20,74
Tonga,9,65,1463
History_of_Trinidad_and_Tobago,0,48,0
Tromelin_Island,0,19,0
Tunisia,13,98,4808
Tuvalu,7,59,1623
Trust_Territory_of_the_Pacific_Islands,0,24,0
United_Kingdom,11,159,7004
Ukraine,8,87,3511
United_Nations,3,26,250
Uganda,8,87,2163
Uruguay,5,113,1802
Uzbekistan,12,98,4623
United_States_Minor_Outlying_Islands,2,38,111
United_Religions_Initiative,0,13,0
Venezuela,11,106,5144
Vatican_City,10,83,4879
Vanuatu,10,77,1394
Visegr%C3%A1d_Group,3,33,0
West_Germany,2,56,154
West_Berlin,0,20,0
Western_European_Union,2,24,92
Wessex,0,21,0
Weimar_Republic,5,66,1075
"Worms,_Germany",2,22,51
Yugoslavia,1,43,633
Zimbabwe,11,106,5195
Zambia,9,73,2814
Zaire,3,72,189
Thirteen_Colonies,0,22,0
Sparta,0,17,0
Northumbria,3,36,180
Economic_Community_of_West_African_States,4,59,188
Commonwealth_of_Independent_States,9,41,1194
Odoacer,0,16,0
New_Sweden,0,21,0
Hohenzollern-Sigmaringen,0,37,0
Etruscan_civilization,1,20,113
Hoysala_Empire,0,29,0
Augsburg,2,28,185
Avignon_Papacy,0,33,0
Viceroyalty_of_New_Granada,1,41,34
United_Nations_Interim_Administration_Mission_in_Kosovo,1,14,106
Mercia,0,30,0
Electoral_Palatinate,0,27,0
Italian_East_Africa,5,49,243
Upper_Canada,2,36,65
Macedonia_(ancient_kingdom),3,54,617
Obotrites,0,27,0
History_of_Brunei,0,22,0
Republic_of_Upper_Volta,0,27,0
Nordic_Council,6,36,257
Irish_Free_State,6,64,356
South_West_Africa,1,36,28
Ming_dynasty,2,36,629
New_Netherland,1,44,534
Tang_dynasty,1,41,435
Sui_dynasty,0,29,0
Han_dynasty,1,26,847
Qin_dynasty,0,34,0
Zhou_dynasty,1,27,203
Shang_dynasty,1,24,352
Xia_dynasty,0,11,0
Axis_powers,0,22,0
D%C3%A1l_Riata,0,43,0
Biafra,3,44,287
Danish_West_Indies,1,19,25
Cape_Colony,0,41,0
Union_of_South_Africa,5,40,367
History_of_Portugal_(1415%E2%80%931578),0,21,0
United_Arab_Republic,0,40,0
Portuguese_Timor,0,30,0
Portuguese_Mozambique,0,24,0
Duchy_of_Schleswig,1,21,17
Dacia,0,31,0
Lower_Canada,2,40,35
Moldavia,1,49,151
Wallachia,2,56,135
Babylonia,0,19,0
Organisation_of_Islamic_Cooperation,3,33,478
Pannonian_Avars,3,17,377
Organisation_of_African_Unity,1,21,26
Georgia_(country),9,84,2080
Solothurn,3,31,46
Regensburg,4,31,308
Duchy_of_Lorraine,0,20,0
Kingdom_of_Sussex,2,27,34
Umayyad_Caliphate,0,15,0
Abbasid_Caliphate,1,52,181
Almohad_Caliphate,3,46,218
Democratic_Republic_of_Afghanistan,1,48,179
Straits_Settlements,0,28,0
Batavian_Republic,5,38,129
Barbuda,4,64,413
Somaliland,5,76,1617
British_Somaliland,1,32,61
Duchy_of_Mecklenburg-Strelitz,0,30,0
French_Indochina,1,35,71
Kingdom_of_Asturias,1,25,174
Glamorgan,2,31,55
United_Kingdom_of_the_Netherlands,2,24,56
Arab_League,2,40,64
Dutch_Republic,3,45,158
Kingdom_of_Holland,0,22,0
History_of_Russia_(1991%E2%80%93present),14,111,0
French_Equatorial_Africa,1,29,12
History_of_Denmark,0,29,0
Central_Tibetan_Administration,1,52,72
Jin_dynasty_(266%E2%80%93420),0,28,0
Jin_dynasty_(1115%E2%80%931234),0,40,0
Mainland_China,1,36,66
Scythians,1,23,179
Manchukuo,1,44,100
Fatimid_Caliphate,3,46,257
Dutch_New_Guinea,0,34,0
History_of_Eswatini,0,29,0
History_of_Rwanda,1,24,56
History_of_Ghana,0,43,0
Song_dynasty,4,36,362
Liu_Song_dynasty,0,13,0
Caribbean_Community,9,79,761
Ivory_Coast,5,74,874
Belgian_Congo,4,44,357
Neutral_Moresnet,1,36,21
Western_Xia,5,66,218
Duchy_of_Guelders,0,18,0
Papal_States,3,48,230
South_Vietnam,1,44,69
Republic_of_Benin_(1967),0,23,0
Carolingian_Empire,1,16,52
French_First_Republic,0,33,0
Bourbon_Restoration_in_France,1,43,60
Austrasia,0,14,0
History_of_Catalonia,2,16,126
New_Spain,0,40,0
History_of_Iceland,0,11,0
Danelaw,0,25,0
Nagorno-Karabakh,4,17,563
The_Gambia,10,84,1961
Provisional_Revolutionary_Government_of_the_Republic_of_South_Vietnam,0,32,0
Kingdom_of_Strathclyde,0,11,0
United_Arab_Emirates,8,120,3905
Wales,6,94,1938
Prince-Bishopric_of_Utrecht,0,37,0
Moab,0,10,0
Seventeen_Provinces,0,22,0
The_Canadas,1,13,14
Xiongnu,2,25,555
Duchy_of_Carinthia,0,22,0
Carantania,0,19,0
Transvaal_Colony,0,38,0
Mauretania,3,23,144
Numidia,4,68,254
Democratic_Republic_of_the_Congo,6,77,2440
History_of_the_People%27s_Republic_of_China_(1949%E2%80%931976),2,82,0
Sovereign_Military_Order_of_Malta,2,38,270
Neustria,0,19,0
Cimmerians,0,11,0
Dutch_government-in-exile,0,18,0
Colchis,4,52,276
Unrepresented_Nations_and_Peoples_Organization,1,21,57
Northern_Wei,0,44,0
Hunza_(princely_state),1,21,29
Kamakura_shogunate,1,50,27
Ashikaga_shogunate,0,19,0
Tokugawa_shogunate,4,106,307
New_England_Confederation,0,22,0
Occupation_of_Japan,0,28,0
Dos_Pilas,0,26,0
Philistia,0,13,0
Kassites,0,12,0
Organisation_internationale_de_la_Francophonie,2,23,126
Sogdia,2,24,680
European_Economic_Area,8,47,811
Frisia,1,12,28
Verdun,2,18,46
Palestinian_territories,7,51,1370
Saloum,0,23,0
Cayor,0,30,0
Waalo,0,30,0
Basutoland,0,33,0
Medes,0,39,0
Carriacou_and_Petite_Martinique,1,24,47
Kingdom_of_Tavolara,0,21,0
County_of_Urgell,0,26,0
ASEAN,7,82,2131
Free_Territory_of_Trieste,2,37,341
County_of_Ribagorza,0,31,0
Asia-Pacific_Economic_Cooperation,0,23,0
Mitanni,0,18,0
Annam_(French_protectorate),0,36,0
German_Confederation,0,23,0
Gallic_Empire,0,19,0
Free_France,0,19,0
Hwicce,0,28,0
Gepids,0,15,0
Golden_Horde,6,59,629
Canada_East,3,28,66
Bernicia,0,41,0
Deira,0,44,0
Fugger_family,0,17,0
Duchy_of_Mecklenburg-Schwerin,1,30,17
Duchy_of_Prussia,0,27,0
United_Kingdom_of_Great_Britain_and_Ireland,4,38,534
Old_Kingdom_of_Egypt,2,38,139
Irish_Republic,0,31,0
Champa,1,18,54
Southern_Ireland_(1921%E2%80%931922),0,29,0
Old_Babylonian_Empire,0,17,0
Thurn_und_Taxis,0,21,0
Kingdom_of_Great_Britain,3,51,521
New_France,4,66,835
Decapolis,0,14,0
Travancore,0,23,0
Kingdom_of_Nepal,6,47,375
Commonwealth_of_the_Philippines,3,71,166
The_Protectorate,0,24,0
Imperial_County_of_Reuss,0,16,0
Majapahit,3,51,232
Malacca_Sultanate,0,26,0
Principality_of_Hutt_River,3,30,217
League_of_Corinth,0,23,0
Triple_Alliance_(1882),0,16,0
Ayutthaya_Kingdom,4,195,631
Duchy_of_Anhalt,0,25,0
Wissembourg,2,18,13
History_of_the_Khitans,0,37,0
OPEC,2,26,434
Bophuthatswana,2,31,45
Kingdom_of_Ireland,1,38,36
Transkei,2,34,42
Lordship_of_Ireland,0,38,0
Kyrgyzstan,6,81,1865
Peru,9,97,4450
Nepal,10,113,3873
Hasmonean_dynasty,1,29,39
British_Honduras,1,39,38
Goguryeo,3,39,518
Latin_Empire,2,21,53
Schaffhausen,2,31,69
Unterwalden,0,11,0
Sukhothai_Kingdom,3,52,121
Toul,3,18,25
Parthenopean_Republic,0,25,0
Arlon,0,19,0
Central_African_Empire,0,23,0
Orange_Free_State,1,39,19
Verden_an_der_Aller,2,25,20
Kingdom_of_Kent,0,23,0
Balhae,6,54,1559
Mali_Empire,1,27,268
Emirate_of_Transjordan,0,38,0
Siegen-Wittgenstein,0,11,0
Lotharingia,0,27,0
Empire_of_Japan,6,96,1584
"Soest,_Germany",2,25,17
Ifni,2,35,18
Khanate_of_Sibir,1,23,21
Wetzlar,2,29,26
Duchy_of_Berg,0,20,0
County_of_Mark,0,21,0
Republic_of_Hawaii,0,23,0
Ethiopia,11,85,10047
Kara-Khanid_Khanate,5,41,348
Qara_Khitai,3,71,107
Kenya,8,80,2035
Goryeo,5,50,440
Icaria,2,21,74
Colony_of_Virginia,0,30,0
Congo_Free_State,0,38,0
County_of_Nassau,0,20,0
Tanganyika_(1961%E2%80%931964),0,22,0
Heligoland,0,19,0
Orange_River_Colony,1,35,6
Autonomous_Region_of_Bougainville,4,56,239
Byelorussian_Soviet_Socialist_Republic,1,47,28
Gold_Coast_(British_colony),1,30,19
Alawite_State,0,15,0
Federal_Republic_of_Central_America,0,29,0
German_East_Africa,1,26,27
Massachusetts_Bay_Colony,1,55,164
East_Turkestan,4,21,398
Turkmenistan,11,111,2921
British_Guiana,2,31,71
Kazakh_Soviet_Socialist_Republic,0,38,0
Turkmen_Soviet_Socialist_Republic,0,39,0
Mengjiang,0,28,0
Azuchi%E2%80%93Momoyama_period,0,26,0
Lan_Na,0,30,0
Vietnam,7,73,1949
Nyasaland,1,36,23
Lan_Xang,0,22,0
Kingdom_of_Laos,1,47,22
Muang_Sua,0,27,0
Muang_Phuan,0,19,0
French_Union,0,29,0
Tuvan_People%27s_Republic,3,54,0
Coalition_Provisional_Authority,3,46,144
QwaQwa,2,23,23
Inini,1,24,26
Saxe-Coburg_and_Gotha,0,21,0
Gilbert_Islands,2,37,81
Principality_of_Schaumburg-Lippe,0,27,0
Principality_of_Waldeck_and_Pyrmont,0,35,0
Saint-Domingue,0,28,0
Mosquito_Coast,0,24,0
Caucasian_Albania,1,32,16
Ormus,0,38,0
Second_French_Empire,0,54,0
French_colonial_empire,3,52,400
Osroene,0,34,0
Kingdom_of_Sweden_(800%E2%80%931521),0,31,0
Age_of_Liberty,0,23,0
Gustavian_era,0,23,0
Union_between_Sweden_and_Norway,3,43,140
Plymouth_Colony,1,25,54
West_Indies_Federation,0,28,0
Nguy%E1%BB%85n_dynasty,2,55,0
British_North_America,2,33,93
Ayyubid_dynasty,2,34,145
Zengid_dynasty,1,16,18
Gulf_Cooperation_Council,4,37,554
Colmar,2,19,35
Kingdom_of_Sedang,0,24,0
Khmer_Empire,4,38,338
New_Hebrides,0,20,0
Euratom,0,24,0
Tetzcoco_(altepetl),0,13,0
Funan,0,16,0
French_Third_Republic,1,37,71
Upper_Peru,0,34,0
Gupta_Empire,3,77,931
West_Jersey,0,18,0
East_Jersey,0,32,0
Portuguese_Empire,1,42,175
Kingdom_of_the_Isles,0,26,0
Kingdom_of_Yugoslavia,7,91,913
Karelo-Finnish_Soviet_Socialist_Republic,0,27,0
Puntland,6,49,991
Commonwealth_War_Graves_Commission,1,15,29
Upper_Egypt,0,45,0
Lower_Egypt,0,28,0
Swedish_Pomerania,0,26,0
Swedish_Livonia,0,29,0
Upper_Mustang,1,31,33
Speyer,2,21,24
Serbian_Empire,0,30,0
Mongol_Empire,4,54,1174
Republic_of_Rose_Island,0,23,0
State_of_Palestine,12,108,2142
Yamhad,1,26,11
Brandenburg-Prussia,0,18,0
Kingdom_of_Prussia,4,56,247
Khmer_Republic,2,48,21
French_Fifth_Republic,1,41,51
Duchy_of_Brunswick-L%C3%BCneburg,0,24,0
Principality_of_Calenberg,0,22,0
Kenmu_Restoration,0,20,0
Germania,0,2,0
Grand_Duchy_of_Frankfurt,0,24,0
Electorate_of_Cologne,0,22,0
Chinese_Soviet_Republic,3,32,124
Freetown_Christiania,4,28,292
Somoza_family,0,34,0
Prince-Archbishopric_of_Salzburg,0,24,0
Prince-Archbishopric_of_Bremen,0,25,0
County_of_Edessa,0,24,0
Principality_of_Antioch,0,26,0
County_of_Tripoli,0,24,0
Kingdom_of_Cyprus,1,34,13
Landgraviate_of_Hesse-Kassel,0,24,0
Archbishopric_of_Magdeburg,0,21,0
Kingdom_of_Naples,0,28,0
Colombo_Plan,1,23,21
Pacific_Community,1,19,19
North_German_Confederation,0,37,0
County_of_Toulouse,0,50,0
Duchy_of_Saxony,0,43,0
British_Central_Africa_Protectorate,1,33,21
Solomon_Islands,12,61,2053
British_Cameroon,0,26,0
Scandinavian_York,0,26,0
Conch_Republic,4,40,572
Austrian_Empire,0,25,0
Empire_of_Brazil,3,64,262
Colonial_Brazil,0,26,0
Northern_Cyprus,6,46,747
Principality_of_Serbia_(early_medieval),1,22,24
Cao_Wei,2,57,58
Shu_Han,0,29,0
Eastern_Wu,3,43,97
Viceroyalty_of_Peru,1,57,89
Argentine_Confederation,0,25,0
Northern_Rhodesia,0,34,0
Southern_Rhodesia,2,36,60
Gilbert_and_Ellice_Islands,0,33,0
Xin_dynasty,0,32,0
Deheubarth,2,23,44
Duchy_of_Brittany,1,24,58
Great_Moravia,1,23,119
Han_(state),0,19,0
Triple_Entente,0,8,0
Wei_(state),0,20,0
Islamic_State_of_Afghanistan,1,29,24
First_Intermediate_Period_of_Egypt,0,23,0
French_Algeria,0,40,0
First_Brazilian_Republic,0,24,0
Middle_Kingdom_of_Egypt,1,28,179
Republic_of_Florence,0,25,0
French_West_Africa,2,43,64
Takrur,0,20,0
Francoist_Spain,2,34,225
French_West_Indies,0,16,0
Company_rule_in_India,4,79,356
Delhi_Sultanate,7,75,1176
Dzungar_Khanate,2,35,157
Kingdom_of_Romania,5,52,268
Socialist_Republic_of_Romania,1,38,130
Baekje,2,49,71
Democratic_Federal_Yugoslavia,1,40,2
Socialist_Federal_Republic_of_Yugoslavia,5,91,1424
Hyderabad_State,2,55,131
German_Samoa,0,31,0
League_of_God%27s_House,0,18,0
Republic_of_Formosa,0,24,0
Spanish_Empire,1,30,82
Francia,0,46,0
Malayan_Union,0,25,0
Federation_of_Malaya,1,33,20
French_Second_Republic,0,37,0
County_of_Osona,0,31,0
Zhao_(state),0,16,0
Schw%C3%A4bisch_Hall,1,21,0
Ebla,1,34,16
Andean_Community,4,40,126
Hephthalites,8,51,842
Empire_of_Nicaea,1,29,13
Kingdom_of_Thessalonica,0,17,0
Principality_of_Achaea,0,24,0
Duchy_of_Athens,0,21,0
Rouran_Khaganate,4,64,241
Italian_Social_Republic,1,44,30
Panama_Canal_Zone,0,25,0
Khwarazm,0,23,0
South_Ossetia,7,45,1005
First_Dynasty_of_Egypt,0,22,0
Canton_of_Neuch%C3%A2tel,1,34,0
Silla,1,40,71
Joseon,11,72,2282
Mongolian_People%27s_Republic,3,60,0
Rotuma,1,38,20
Oregon_Country,0,25,0
California_Republic,0,25,0
Sabaeans,0,30,0
ABC_islands_(Leeward_Antilles),1,37,9
Dutch_colonisation_of_the_Guianas,0,26,0
Pacific_Islands_Forum,6,30,237
Islamic_Emirate_of_Afghanistan_(1996%E2%80%932001),5,44,0
"United_Nations_Transitional_Administration_for_Eastern_Slavonia,_Baranja_and_Western_Sirmium",0,24,0
French_Congo,1,20,38
Cambodia,9,99,3719
Shakya,1,14,128
French_Fourth_Republic,0,38,0
Kingdom_of_Le%C3%B3n,0,24,0
Atropatene,0,24,0
Federated_Malay_States,1,30,17
Kingdom_of_Iberia,1,31,86
Far_Eastern_Republic,0,17,0
General_Government,1,30,25
Yan_(state),0,16,0
Jin_(Chinese_state),0,20,0
Korea_under_Japanese_rule,3,56,535
Gojoseon,0,23,0
Korean_Empire,0,35,0
Community_of_Portuguese_Language_Countries,1,23,49
Buyeo,0,22,0
Kingdom_of_Mutapa,0,20,0
Zimbabwe_Rhodesia,1,30,26
Polish%E2%80%93Lithuanian_Commonwealth,2,45,0
Senegambia_and_Niger,0,30,0
Kushan_Empire,9,86,1192
Upper_Senegal_and_Niger,0,21,0
Stellaland,0,32,0
Ad%C3%A9lie_Land,2,31,0
Former_Zhao,0,15,0
Northern_Han,0,42,0
Maratha_Empire,3,29,770
Saudi_Arabia,11,102,6199
Post-Angkor_period,1,28,22
French_protectorate_of_Cambodia,0,32,0
Kingdom_of_Cambodia_(1953%E2%80%931970),2,55,0
Yemen,12,87,4827
Cisalpine_Republic,0,27,0
Polish_People%27s_Republic,0,50,0
Herzegovina-Neretva_Canton,4,47,30
Little_Entente,0,18,0
D%CA%BFmt,0,31,0
Republic_of_Central_Lithuania,0,28,0
Reichskommissariat_Ostland,1,27,69
Qin_(state),0,18,0
Qi_(state),0,16,0
Wu_Sangui,0,18,0
Appenzell,1,18,25
Duchy_of_Warsaw,0,24,0
Duchy_of_Greater_Poland,0,19,0
Prussia,1,45,283
German_New_Guinea,0,22,0
Magadha,1,34,75
Licchavi_(kingdom),0,22,0
Principality_of_Seborga,5,37,226
July_Monarchy,1,30,24
Congress_Poland,2,38,50
New_Haven_Colony,0,20,0
Independent_State_of_Croatia,5,53,1168
Roman_Republic_(1849),0,28,0
Transnistria,10,75,1896
Moldavian_Soviet_Socialist_Republic,1,40,40
Ukrainian_Soviet_Socialist_Republic,5,64,581
Transcaucasian_Socialist_Federative_Soviet_Republic,0,20,0
France_in_the_Middle_Ages,0,27,0
Duchy_of_Normandy,1,26,11
Grand_Duchy_of_Lithuania,1,42,228
Latvian_Soviet_Socialist_Republic,0,37,0
Armenian_Soviet_Socialist_Republic,0,39,0
British_Togoland,0,28,0
Icelandic_Commonwealth,0,20,0
Comecon,1,40,52
Duchy_of_Oldenburg,0,20,0
North_Borneo,0,27,0
Ciskei,2,32,36
Venda,2,30,71
Province_of_Quebec_(1763%E2%80%931791),0,29,0
Crown_of_the_Kingdom_of_Poland,2,34,117
Kingdom_of_Poland,0,21,0
L%C3%A4%C3%A4ne_County,1,21,0
"Nordhausen,_Thuringia",2,22,23
Vladimir-Suzdal,1,27,28
Srivijaya,0,23,0
Canada%E2%80%93United_States_Free_Trade_Agreement,0,7,0
Cisleithania,0,37,0
Jolof_Empire,0,20,0
St._Gallen,2,36,112
Dutch_Language_Union,1,19,7
Georgian_Soviet_Socialist_Republic,0,37,0
Azerbaijan_Soviet_Socialist_Republic,2,51,54
Lithuanian_Soviet_Socialist_Republic,0,37,0
Tajik_Soviet_Socialist_Republic,0,33,0
Uzbek_Soviet_Socialist_Republic,0,36,0
Hesse-Homburg,0,17,0
Second_Intermediate_Period_of_Egypt,0,13,0
Democratic_Republic_of_Georgia,1,30,74
Kingdom_of_England,3,36,299
Somali_Democratic_Republic,3,50,65
Protectorate_of_Uganda,2,27,42
History_of_Uganda_(1963%E2%80%931971),0,43,0
Second_Republic_of_Uganda,0,21,0
History_of_Uganda_(1979%E2%80%931986),0,43,0
Former_Qin,0,47,0
South_Asian_Association_for_Regional_Cooperation,4,55,639
Haripu%C3%B1jaya,0,18,0
Latin_Union,2,28,45
Third_Czechoslovak_Republic,0,29,0
Moche_culture,2,18,166
Duchy_of_Bohemia,0,27,0
Lands_of_the_Bohemian_Crown_(1526%E2%80%931648),0,22,0
Lands_of_the_Bohemian_Crown_(1648%E2%80%931867),0,23,0
Lands_of_the_Bohemian_Crown_(1867%E2%80%931918),0,22,0
Protectorate_of_Bohemia_and_Moravia,3,37,110
Circassia,7,64,539
Isle_de_France_(Mauritius),0,44,0
Cairns_Group,0,13,0
Dominion_of_New_Zealand,0,27,0
Southern_Qi,0,44,0
Liang_dynasty,0,13,0
Chen_dynasty,0,14,0
Kingdom_of_Majorca,1,21,11
Bechuanaland_Protectorate,1,31,28
Kingdom_of_Gwynedd,2,51,63
County_of_Burgundy,0,21,0
Duchy_of_Burgundy,2,34,35
Lazica,0,28,0
Unified_Silla,1,44,50
Cheng_Han,0,48,0
Later_Zhao,0,51,0
Former_Liang,0,47,0
Later_Liang_(Sixteen_Kingdoms),0,43,0
Southern_Liang_(Sixteen_Kingdoms),0,47,0
Western_Liang_(Sixteen_Kingdoms),0,43,0
Northern_Liang,0,44,0
State_of_Deseret,1,18,16
Kingdom_of_Pergamon,1,43,3
Elmet,0,39,0
Carpatho-Ukraine,0,29,0
Kamerun,0,23,0
Warburg,3,20,20
Central_European_Free_Trade_Agreement,4,26,54
Zachlumia,0,18,0
Duklja,0,19,0
Gaya_confederacy,0,33,0
Southern_African_Development_Community,2,62,48
Gwadar,4,33,323
Taebong,0,29,0
Military_Frontier,0,25,0
Volga_Bulgaria,0,26,0
Free_City_of_Danzig,0,29,0
People%27s_Redemption_Council,0,28,0
M%C3%BCnster_rebellion,0,17,0
Ponthieu,0,33,0
Greater_Netherlands,2,22,144
Tahirid_dynasty,1,31,20
Vijayanagara_Empire,1,35,135
Connecticut_Colony,0,26,0
Union_(American_Civil_War),0,28,0
Province_of_New_Hampshire,0,20,0
South_West_State_of_Somalia,4,24,110
Province_of_New_York,0,23,0
Province_of_New_Jersey,0,19,0
Province_of_Georgia,0,26,0
Province_of_Maryland,0,19,0
"State_of_Slovenes,_Croats_and_Serbs",0,20,0
Delaware_Colony,0,22,0
Province_of_Pennsylvania,0,24,0
Colony_of_Rhode_Island_and_Providence_Plantations,0,22,0
Organisation_of_Eastern_Caribbean_States,5,37,110
Vargas_Era,0,25,0
Helvetic_Republic,3,41,63
Posavina_Canton,4,45,31
Republic_of_Ezo,0,35,0
Portuguese_India,0,33,0
Province_of_Maine,0,20,0
Finnish_Democratic_Republic,1,18,46
Province_of_Massachusetts_Bay,0,35,0
Western_Roman_Empire,1,50,85
