Name,total_timelines,total_keys,revisions
Department_of_Health_and_Social_Care,3,32,179
United_States_Department_of_War,0,21,0
Canadian_Museum_of_History,2,26,33
Ministry_of_International_Trade_and_Industry,0,23,0
HM_Customs_and_Excise,1,15,18
Inland_Revenue,1,15,15
National_Reconnaissance_Office,3,27,72
Academia_Sinica,4,26,154
Kela_(institution),1,12,5
Bureau_of_Enquiry_and_Analysis_for_Civil_Aviation_Safety,2,24,14
Air_Accidents_Investigation_Branch,0,17,0
Executive_Yuan,1,41,81
Control_Yuan,1,25,39
Examination_Yuan,2,21,20
President_of_Georgia,3,27,101
Crown_Prosecution_Service,3,15,56
Federal_Security_Service,0,40,0
United_States_Bureau_of_Reclamation,3,29,15
State_Political_Directorate,0,24,0
National_Intelligence_Service_(Greece),0,23,0
Lord_Chancellor%27s_Department,0,5,0
Federal_Department_of_Foreign_Affairs,0,18,0
"Federal_Department_of_Defence,_Civil_Protection_and_Sport",2,22,17
Mississippi_Department_of_Corrections,0,88,0
Department_of_Health_and_Social_Security,0,12,0
Arkansas_Department_of_Corrections,3,32,29
Maharashtra_Housing_and_Area_Development_Authority,0,25,0
Italian_National_Institute_of_Statistics,0,25,0
Bonneville_Power_Administration,1,31,6
Rhode_Island_Department_of_Corrections,3,15,9
New_Mexico_Corrections_Department,0,5,0
South_Dakota_Department_of_Corrections,1,15,8
Animal_and_Plant_Health_Inspection_Service,4,120,46
China_Securities_Regulatory_Commission,0,20,0
California_Air_Resources_Board,2,22,32
Okhrana,1,33,14
General_Services_Administration,4,32,147
Los_Angeles_Department_of_Water_and_Power,3,22,126
Office_of_the_Secretary_of_State_for_Scotland,3,32,42
Scottish_Office,0,23,0
Regents_of_the_University_of_California,2,16,46
Securitate,0,27,0
National_Institute_for_Health_and_Care_Excellence,0,23,0
UK_Export_Finance,0,17,0
Food_Standards_Agency,3,38,42
Federal_Writers%27_Project,0,11,0
HM_Nautical_Almanac_Office,0,18,0
National_Unification_Council,1,29,27
Land_Transport_Authority,4,24,152
United_States_Board_on_Geographic_Names,0,30,0
Statistics_Sweden,1,34,5
Securities_and_Exchange_Board_of_India,1,24,48
Council_for_the_Development_of_French_in_Louisiana,3,32,11
Cleveland_Public_Power,0,29,0
Department_of_Justice_(Canada),0,12,0
Congregation_for_the_Evangelization_of_Peoples,1,17,23
Anglican_Diocese_of_Sydney,3,84,70
Defence_Intelligence,2,32,40
National_Institute_of_Mental_Health,2,17,18
New_York_City_Department_of_Parks_and_Recreation,1,14,16
International_Development_Research_Centre,2,17,22
National_Estuarine_Research_Reserve,1,26,4
Japan_Meteorological_Agency,4,34,46
National_Capital_Commission,2,31,21
Auditor_General_of_Canada,2,42,41
Estyn,0,27,0
Selective_Service_System,3,14,176
Human_Resources_Development_Canada,0,11,0
Santa_Monica_Mountains_Conservancy,0,37,0
New_Zealand_Security_Intelligence_Service,2,20,31
Delaware_River_and_Bay_Authority,0,15,0
United_States_Foreign_Service,3,14,53
Swedish_Board_of_Student_Finance_(CSN),0,21,0
Commodity_Futures_Trading_Commission,4,20,177
U.S._Agency_for_Global_Media,1,16,34
Afghanistan_Meteorological_Authority,1,19,11
Statistics_New_Zealand,2,26,22
Australian_Competition_and_Consumer_Commission,5,29,55
Ministry_of_Home_Affairs_(Japan),0,18,0
Ministry_of_Finance_of_the_People%27s_Republic_of_China,1,21,0
Kansas_Turnpike_Authority,0,5,0
Tonton_Macoute,0,31,0
North_Carolina_Council_of_State,0,8,0
Federal_Department_of_Finance,2,22,14
Federal_Department_of_Justice_and_Police,2,22,19
"Federal_Department_of_Economic_Affairs,_Education_and_Research",2,22,17
"Federal_Department_of_Environment,_Transport,_Energy_and_Communications",2,22,14
United_States_Intelligence_Community,0,20,0
Ministry_of_Intelligence_(Iran),1,25,19
Farm_Service_Agency,3,26,16
Generalitat_Valenciana,1,19,2
Maharashtra_Pollution_Control_Board,0,25,0
National_Electoral_Council_(Venezuela),0,30,0
Parks_Canada,2,18,46
Prasar_Bharati,0,12,0
His_Majesty%27s_Coastguard,2,27,0
Minister_for_Labour_(Ireland),0,6,0
Einsatzgruppen,0,27,0
Council_on_Environmental_Quality,0,11,0
National_Recovery_Administration,0,29,0
Bureau_of_Indian_Affairs,2,23,48
Federal_Emergency_Relief_Administration,0,30,0
Canada_Revenue_Agency,5,43,134
Vatican_Apostolic_Archive,1,32,110
National_Institute_for_Occupational_Safety_and_Health,0,20,0
Navy_Board,0,19,0
Brazilian_Institute_of_Geography_and_Statistics,2,66,16
Europol,3,26,192
Government_Legal_Department,4,20,25
Canadian_Wheat_Board,1,29,81
Telecom_Regulatory_Authority_of_India,0,30,0
Storm_Prediction_Center,0,16,0
National_Institute_of_Arthritis_and_Musculoskeletal_and_Skin_Diseases,1,15,8
Historical_Records_Survey,0,30,0
Federal_Art_Project,0,9,0
Central_Statistics_Office_(Ireland),1,33,6
"Immigration,_Refugees_and_Citizenship_Canada",2,17,30
Department_for_Transport,2,25,59
National_Climatic_Data_Center,2,16,30
State_Examinations_Commission,0,15,0
Reich_Security_Main_Office,1,22,58
Australian_Prudential_Regulation_Authority,4,34,24
Thailand_Board_of_Investment,1,30,1
National_Science_and_Technology_Development_Agency,0,30,0
Australian_Communications_and_Media_Authority,6,24,90
Canadian_Food_Inspection_Agency,2,18,26
Health_board_(Ireland),1,31,1
NECTEC,0,11,0
Ministry_of_Digital_Economy_and_Society,5,54,81
Canadian_Coast_Guard,0,28,0
The_National_Archives_(United_Kingdom),3,29,79
Directorate-General_for_External_Security,2,29,67
Cabinet_of_Japan,0,9,0
National_Audit_Office_(United_Kingdom),0,13,0
"National_Heart,_Lung,_and_Blood_Institute",0,10,0
Aboriginal_and_Torres_Strait_Islander_Commission,2,19,30
National_Security_Service_(Turkey),0,17,0
National_Intelligence_Organization,4,39,187
National_College_for_Teaching_and_Leadership,2,18,15
Bureau_of_Overseas_Buildings_Operations,0,9,0
War_Industries_Board,0,32,0
Atomic_Weapons_Establishment,1,37,35
Geological_Survey_of_Denmark_and_Greenland,0,31,0
Revolutionary_Command_Council_(Iraq),0,5,0
Advocate_General_for_Scotland,0,18,0
Farm_Security_Administration,0,31,0
Office_of_National_Drug_Control_Policy,1,12,12
Natural_Sciences_and_Engineering_Research_Council,2,20,10
National_Statistical_Office_(Thailand),1,31,1
National_Intelligence_Centre_(Spain),2,27,26
Central_Security_Service,0,35,0
Foreign_Intelligence_Service_(Russia),1,50,68
Electoral_Commission_(United_Kingdom),4,30,84
Natural_Resources_Canada,3,17,26
Netherlands_Agency_for_Aerospace_Programmes,1,28,5
Election_Assistance_Commission,1,15,9
New_Jersey_Sports_and_Exposition_Authority,0,15,0
Commission_on_Security_and_Cooperation_in_Europe,0,13,0
Canadian_Hydrographic_Service,1,21,0
Geological_Survey_of_Canada,0,16,0
United_States_Customs_Service,1,22,10
State_Emergency_Service,0,9,0
Ministry_of_Commerce_(China),1,23,20
United_States_Metric_Board,0,11,0
Australian_Taxation_Office,5,19,59
Department_for_Work_and_Pensions,4,38,157
John_H._Chapman_Space_Centre,0,34,0
Government_Communications_Security_Bureau,1,18,14
National_Roads_Authority,1,26,3
Michigan_House_of_Representatives,2,18,80
Export%E2%80%93Import_Bank_of_the_United_States,1,13,0
President%27s_Intelligence_Advisory_Board,1,31,0
United_States_Army_Institute_of_Heraldry,0,17,0
Canadian_Firearms_Registry,0,12,0
Eurostat,1,11,13
Texas_A%26M_Transportation_Institute,3,25,0
Stennis_Space_Center,1,29,21
Office_of_Public_Works,1,33,14
Lebedev_Physical_Institute,0,22,0
Higher_Education_Funding_Council_for_England,3,34,19
CountryLink,2,29,91
PIDE,0,25,0
Office_of_Insular_Affairs,1,17,5
Pennsylvania_Higher_Education_Assistance_Agency,0,15,0
Security_Service_of_Ukraine,4,44,105
Housing_and_Development_Board,2,19,82
Italian_Space_Agency,3,26,71
Board_of_Broadcast_Governors,0,3,0
National_Endowment_for_the_Humanities,3,17,76
Burlington_County_Bridge_Commission,0,15,0
United_States_Attorney_for_the_Southern_District_of_New_York,0,16,0
Privy_Council_Office_(Canada),3,28,22
Natural_Resources_Conservation_Service,0,10,0
Taipei_Economic_and_Cultural_Representative_Office,0,11,0
Defence_Research_and_Development_Organisation,7,20,528
Bedford_Institute_of_Oceanography,0,33,0
Canadian_Trade_Office_in_Taipei,1,31,7
Massachusetts_Water_Resources_Authority,0,33,0
San_Francisco_Public_Utilities_Commission,1,20,12
East_Bay_Municipal_Utility_District,2,22,37
Civil_Aeronautics_Board,0,16,0
Australian_Broadcasting_Authority,1,28,5
Military_Council_of_National_Salvation,0,12,0
Executive_Office_for_United_States_Attorneys,0,38,0
Australian_Electoral_Commission,3,23,65
Florida%27s_Turnpike_Enterprise,0,20,0
European_Agency_for_Safety_and_Health_at_Work,0,33,0
Central_Florida_Expressway_Authority,2,22,16
Intelligence_Bureau_(Pakistan),0,32,0
Indiana_Department_of_Natural_Resources,0,11,0
Central_Pacific_Hurricane_Center,0,13,0
Mass_Rapid_Transit_Authority_of_Thailand,0,26,0
Highway_Emergency_Response_Operators,0,20,0
United_States_Department_of_the_Navy,0,15,0
Intelligence_Bureau_(India),1,18,32
Union_Council_of_Ministers,0,20,0
United_States_Department_of_the_Army,1,15,28
United_States_Department_of_the_Air_Force,1,14,40
National_Advisory_Council_(India),1,12,26
Ministry_of_Finance_(Pakistan),0,22,0
Number_10_Policy_Unit,1,8,16
Crown_Commercial_Service,1,13,10
Equal_Employment_Opportunity_Commission,3,23,159
Research_and_Analysis_Wing,4,27,1169
Port_of_Seattle,2,21,42
Veterans_Health_Administration,5,21,90
National_Galleries_Scotland,1,21,7
Architect_of_the_Capitol,1,16,6
Georgia_Department_of_Transportation,2,24,12
Bureau_of_Intelligence_and_Research,2,15,38
Wallops_Flight_Facility,0,25,0
Sound_Transit,5,18,168
Imperial_Household_Agency,1,28,16
Government_Actuary%27s_Department,2,25,0
Air_Department,0,19,0
Dewan_Bahasa_dan_Pustaka,0,28,0
Library_and_Archives_Canada,5,49,322
Office_of_Hawaiian_Affairs,0,30,0
Department_of_Corrections_(New_Zealand),2,23,22
National_Security_Council_(Pakistan),1,34,20
Ministry_of_Justice_and_Public_Security,0,21,0
Ministry_of_Defence_(Norway),1,15,27
Northern_Ireland_Office,2,29,29
Parliamentary_Commissioner_for_the_Environment,3,26,14
Strategic_National_Stockpile,0,6,0
National_Credit_Union_Administration,2,19,22
Ministry_of_Foreign_Affairs_(Japan),0,17,0
Ministry_of_Finance_(Japan),0,11,0
Ministry_of_Justice_(Japan),0,11,0
Statistics_Division_(Pakistan),0,29,0
Ministry_of_the_Environment_(Japan),0,23,0
"Ministry_of_Education,_Culture,_Sports,_Science_and_Technology",0,25,0
Polish_Committee_for_Standardization,0,31,0
Heung_Yee_Kuk,0,20,0
United_States_Lighthouse_Service,0,18,0
General_Land_Office,0,28,0
Hawaiian_Volcano_Observatory,3,18,51
New_Zealand_Office_for_the_Community_%26_Voluntary_Sector,0,18,0
New_Zealand_Qualifications_Authority,4,16,21
Human_Fertilisation_and_Embryology_Authority,1,30,10
Taiwan_Railways_Administration,3,47,139
New_Zealand_Film_Commission,0,17,0
National_Ocean_Service,1,21,3
Oregon_Department_of_Transportation,0,18,0
National_Cancer_Institute,5,36,117
European_Union_Aviation_Safety_Agency,2,30,88
Technisches_Hilfswerk,4,29,53
U.S._Consumer_Product_Safety_Commission,2,24,42
Mainland_Affairs_Council,1,23,12
Los_Angeles_World_Airports,0,20,0
National_Service_Training_Programme_(Malaysia),1,20,26
Federal_Intelligence_Service,3,25,105
Ontario_Human_Rights_Commission,0,15,0
Competition_Commission,1,21,7
Executive_Council_of_Catalonia,0,13,0
Executive_Council_of_New_Brunswick,0,9,0
American_Battle_Monuments_Commission,1,19,28
Department_of_the_Taoiseach,1,17,5
United_States_Maritime_Administration,0,17,0
Centrelink,2,34,38
Surface_Transportation_Board,0,20,0
Federal_Power_Commission,0,29,0
Swisstopo,0,17,0
His_Majesty%27s_Railway_Inspectorate,0,28,0
Association_of_Bay_Area_Governments,0,21,0
National_Intelligence_Agency_(South_Africa),2,45,16
South_African_Secret_Service,0,23,0
Elections_Alberta,2,12,2
Companies_House,3,23,105
National_Highway_Traffic_Safety_Administration,5,32,132
National_Intelligence_Council,0,11,0
Nanyang_Polytechnic,1,32,100
National_Intelligence_Service_(South_Korea),0,24,0
SISMI,1,20,45
Federal_Office_for_the_Protection_of_the_Constitution,2,19,40
Jobcentre_Plus,1,19,27
Joint_Typhoon_Warning_Center,2,11,41
General_Security_Directorate_(Iraq),0,20,0
Iraqi_National_Intelligence_Service,0,19,0
National_Institute_of_Allergy_and_Infectious_Diseases,0,20,0
Ministry_of_Intergovernmental_Affairs_(Ontario),0,31,0
Revenu_Qu%C3%A9bec,1,14,0
California_Conservation_Corps,1,19,4
Chernobyl_Exclusion_Zone,2,40,283
Washington_State_Gambling_Commission,0,25,0
Commission_for_Communications_Regulation,0,16,0
Aeronautical_Development_Agency,0,36,0
Direcci%C3%B3n_de_Inteligencia,0,20,0
National_Center_for_Health_Statistics,0,12,0
Congressional_Budget_Office,1,17,6
German_Chancellery,2,17,31
Centro_Superior_de_Informaci%C3%B3n_de_la_Defensa,0,20,0
Weather_Prediction_Center,0,12,0
Presidential_Security_Service_(South_Korea),0,24,0
Eurojust,1,26,12
RailCorp,2,26,32
Treasury_Board_of_Canada_Secretariat,0,15,0
State_Security_Administration_(Yugoslavia),0,29,0
Classification_Office_(New_Zealand),3,57,77
Missile_Defense_Agency,3,35,42
United_States_Attorney_for_the_Northern_District_of_California,1,9,7
United_States_Attorney_for_the_District_of_New_Jersey,0,14,0
List_of_Washington_state_parks,2,28,20
New_South_Wales_Government_Railways,0,30,0
Metro_(Oregon_regional_government),1,31,8
Government_Flying_Service,1,16,18
B%C3%B2rd_na_G%C3%A0idhlig,1,31,0
United_States_Office_of_Personnel_Management,2,18,28
United_States_Civil_Service_Commission,0,11,0
India_Post,4,43,336
Australian_Bureau_of_Agricultural_and_Resource_Economics,1,15,15
Ministry_of_Education_(New_Zealand),1,23,9
Department_of_Agriculture_and_Water_Resources,3,14,48
Australian_Quarantine_and_Inspection_Service,2,18,23
Royal_Botanic_Garden_Edinburgh,1,32,15
Victorian_Electoral_Commission,0,13,0
List_of_South_Carolina_state_parks,1,20,6
Tourism_Malaysia,0,19,0
Bureau_of_Primary_Health_Care,0,4,0
Ontario_Film_Review_Board,2,28,32
Statistics_South_Africa,3,27,21
Alfred_Wegener_Institute_for_Polar_and_Marine_Research,3,16,26
Australian_Customs_and_Border_Protection_Service,5,36,99
Australian_Securities_and_Investments_Commission,2,16,34
Vikram_Sarabhai_Space_Centre,1,27,12
Railway_Procurement_Agency,1,16,7
Agriculture_and_Agri-Food_Canada,0,16,0
Department_of_Canadian_Heritage,4,17,50
Fisheries_and_Oceans_Canada,3,26,52
Kansas_Department_of_Agriculture,0,16,0
Allgemeine_SS,0,16,0
Federal_Executive_Council_(Australia),0,15,0
"Department_of_the_Environment_(Australia,_2013%E2%80%932016)",4,30,0
Office_of_the_Secretary_of_State_for_Wales,4,29,61
Bolivarian_Intelligence_Service,4,44,88
Latvian_diplomatic_service_in_exile,0,31,0
Ministry_of_Foreign_Affairs_(Poland),0,16,0
Sicherheitspolizei,0,34,0
Department_of_Consumer_and_Employment_Protection,2,16,12
Railroad_Retirement_Board,0,30,0
Committee_on_Public_Information,0,27,0
Ministry_of_Foreign_Affairs_(Iran),4,35,46
Defence_Science_and_Technology_Group,1,19,16
Swedish_International_Development_Cooperation_Agency,2,32,8
Illinois_Tollway,1,33,9
Department_of_Immigration_and_Border_Protection,3,30,72
Public_Health_Agency_of_Canada,3,23,14
Canadian_Dairy_Commission,0,10,0
Canadian_Grain_Commission,0,8,0
Sport_Canada,1,11,3
Ministry_of_Finance_(Poland),0,18,0
Urban_Redevelopment_Authority,0,15,0
Cabinet_Intelligence_and_Research_Office,1,26,13
Privacy_Commissioner_of_Canada,1,39,5
Australian_Human_Rights_Commission,4,13,111
Eunice_Kennedy_Shriver_National_Institute_of_Child_Health_and_Human_Development,0,8,0
National_Institute_of_Environmental_Health_Sciences,0,10,0
Ministry_of_Law_and_Justice_(Pakistan),0,10,0
Combined_Operations_Headquarters,0,17,0
Office_of_the_Comptroller_of_the_Currency,1,17,19
National_Museums_Scotland,0,26,0
Regional_Development_Agency_(Canada),2,17,20
Manitoba_Finance,2,7,1
National_Rivers_Authority,0,6,0
Immigration_and_Refugee_Board_of_Canada,0,12,0
Employment_and_Social_Development_Canada,1,14,12
Crown%E2%80%93Indigenous_Relations_and_Northern_Affairs_Canada,1,13,0
"Innovation,_Science_and_Economic_Development_Canada",5,26,61
Public_Services_and_Procurement_Canada,1,17,6
Transport_Canada,0,18,0
Ministry_of_State_Security_(China),0,32,0
United_States_International_Trade_Commission,3,23,52
Veterans_Affairs_Canada,0,16,0
Social_Sciences_and_Humanities_Research_Council,1,21,7
Defence_Research_and_Development_Canada,1,34,3
Public_Transport_Authority_(Western_Australia),2,16,3
Department_of_Social_Security_(United_Kingdom),0,17,0
Advisory_Neighborhood_Commission,0,31,0
Forf%C3%A1s,2,23,0
Assets_Recovery_Agency,1,15,14
National_Marine_Sanctuary,2,23,23
California_State_Parks,3,28,24
Palestinian_Broadcasting_Corporation,0,12,0
Ministry_of_Education_of_the_People%27s_Republic_of_China,3,21,0
CalPERS,2,27,32
Melbourne_Water,0,19,0
United_States_Antarctic_Program,5,41,23
Taiwan_Provincial_Government,2,26,33
Supreme_Soviet_of_the_National_Economy,0,17,0
Canada_Deposit_Insurance_Corporation,0,12,0
Economic_Research_Service,0,18,0
Federal_Bureau_of_Prisons,2,25,66
Norwegian_Agency_for_Development_Cooperation,2,17,23
Education_Review_Office_(New_Zealand),1,22,2
New_Jersey_Department_of_Transportation,1,20,13
GNS_Science,0,6,0
Tacoma_Public_Utilities,4,26,7
Municipal_Affairs_Bureau,1,22,5
Ohio_Department_of_Education,0,25,0
Council_of_Ministers_(Spain),0,11,0
United_States_Computer_Emergency_Readiness_Team,1,34,28
Ministry_of_Defense_(Afghanistan),1,34,127
"New_York_State_Office_of_Parks,_Recreation_and_Historic_Preservation",4,45,21
